134200210540540250062_2_1x1	在 当 今 的 社 会 里 ， 由 于 时 代 太 进 步 ， 洋 化 的 气 氛 越 来 越 浓 ， 尤 其 年 青 一 代 的 人 ， 认 为 做 父 母 的 太 守 旧 、 古 板 ， 跟 不 上 新 潮 流 ， 有 时 父 母 说 上 几 句 ， 马 上 变 色 下 马 威 ， 令 长 辈 难 看 。	NONE	NONE	C C C C C C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S M C C C C C C C C C	在 当 今 的 社 会 里 ， 由 于 时 代 进 步 ， 洋 化 的 气 氛 越 来 越 浓 ， 尤 其 年 青 一 代 的 人 ， 认 为 做 父 母 的 太 守 旧 、 古 板 ， 跟 不 上 新 潮 流 ， 有 时 父 母 说 上 几 句 ， 马 上 翻 脸 给 父 母 下 马 威 ， 令 长 辈 难 看 。
146200307109525100157_2_1x2	我 们 解 决 了 所 有 的 饥 饿 问 题 以 后 ， 才 可 以 推 广 “ 绿 色 食 品 ” 。 但 是 现 在 已 经 有 过 量 地 使 用 化 肥 和 农 药 生 育 的 农 产 品 的 问 题 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C S C C C C C C C C C C C S S R C C C C C C	我 们 解 决 了 所 有 的 饥 饿 问 题 以 后 ， 才 可 以 推 广 吃 “ 绿 色 食 品 ” 。 但 是 现 在 已 经 出 现 了 过 量 地 使 用 化 肥 和 农 药 培 育 农 产 品 的 问 题 。
159200307109523200485_2_2x1	对 我 们 国 家 来 说 ， 帮 挨 饿 的 人 是 当 然 做 的 事 情 。	NONE	NONE	C C C C C C C C C C C C C C C C M C C C C	对 我 们 国 家 来 说 ， 帮 挨 饿 的 人 是 当 然 要 做 的 事 情 。
169200405109523100618_2_7x1	这 种 材 料 表 示 吸 烟 引 起 了 人 们 多 么 大 的 损 害 。	NONE	NONE	C C C C S S C C C C C R R C C C C C C C	这 种 材 料 表 明 吸 烟 引 起 了 多 么 大 的 损 害 。
221200105109919100529_2_6x1	而 有 三 个 的 时 候 ， 他 们 为 什 么 都 希 望 别 人 给 他 挑 水 呢 ？	NONE	NONE	C C C C C C C C C C C C C C C C C C C S C C C C	而 有 三 个 的 时 候 ， 他 们 为 什 么 都 希 望 别 人 给 他 们 挑 水 呢 ？
231200405109523200606_2_1x2	韩 国 政 府 从 去 年 开 始 在 公 共 场 所 吸 烟 的 人 被 罚 款 ， 这 样 的 国 家 越 来 越 多 。 吸 烟 不 但 对 个 人 健 康 不 好 ， 而 且 对 公 众 的 利 益 也 不 好 ， 所 以 在 公 共 场 所 为 了 自 己 和 别 人 应 该 吸 烟 ， 这 样 才 能 建 立 大 家 都 健 康 的 完 美 社 会 。	NONE	NONE	C C C C C C C C C M C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C	韩 国 政 府 从 去 年 开 始 实 施 在 公 共 场 所 吸 烟 的 人 被 罚 款 的 规 定 ， 这 样 的 国 家 越 来 越 多 。 吸 烟 不 但 对 个 人 健 康 不 好 ， 而 且 对 公 众 的 利 益 也 不 好 ， 所 以 在 公 共 场 所 为 了 自 己 和 别 人 应 该 戒 烟 ， 这 样 才 能 建 立 大 家 都 健 康 的 完 美 社 会 。
243200307201523100051_2_1x1	在 农 作 物 的 生 长 过 程 中 ， 如 果 使 有 化 肥 和 农 药 ， 产 量 就 会 大 大 提 高 ， 但 农 作 物 会 受 到 不 同 程 度 的 化 学 污 染 ， 吃 了 会 有 害 于 人 的 健 康 。	NONE	NONE	C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	在 农 作 物 的 生 长 过 程 中 ， 如 果 使 用 化 肥 和 农 药 ， 产 量 就 会 大 大 提 高 ， 但 农 作 物 会 受 到 不 同 程 度 的 化 学 污 染 ， 吃 了 会 有 害 于 人 的 健 康 。
264200105550523150322_2_2x1	我 十 五 岁 的 时 候 ， 跟 车 上 撞 住 院 的 事 情 。	NONE	NONE	C C C C C C C C R M M M C C C C C C	我 十 五 岁 的 时 候 ， 撞 车 住 院 的 事 情 。
274200209550523250869_2_2x1	所 以 在 每 个 不 同 的 时 代 ， 不 同 的 环 境 里 生 活 的 两 代 人 之 间 存 在 差 异 是 够 自 然 的 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R C C C C	所 以 在 每 个 不 同 的 时 代 ， 不 同 的 环 境 里 生 活 的 两 代 人 之 间 存 在 差 异 是 自 然 的 。
295200205206525200038_2_2x1	根 据 一 件 事 情 来 说 ， 这 位 妻 子 知 道 了 自 己 得 了 一 种 不 治 之 症 。	NONE	NONE	C C S C C C C C C C C C C C C C C C C C C C C C C C C	根 据 这 件 事 情 来 说 ， 这 位 妻 子 知 道 了 自 己 得 了 一 种 不 治 之 症 。
335200209550523150278_2_2x1	我 父 母 生 活 的 世 纪 最 贫 穷 的 世 纪 ， 我 生 活 的 世 纪 是 什 么 都 丰 富 的 世 纪 。	NONE	NONE	C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C	我 父 母 生 活 的 世 纪 是 最 贫 穷 的 世 纪 ， 我 生 活 的 世 纪 是 什 么 都 丰 富 的 世 纪 。
345200307205525100180_2_3x1	我 认 为 相 比 较 而 言 ， 虽 然 挨 饿 就 不 能 生 存 ， 但 如 果 吃 了 含 有 农 药 、 化 肥 的 物 质 ， 虽 可 暂 时 的 填 饱 肚 子 ， 后 果 是 给 人 的 健 康 造 成 更 大 的 不 利 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R C C C C C C C C C C C C C C C C C C C C C	我 认 为 相 比 较 而 言 ， 虽 然 挨 饿 就 不 能 生 存 ， 但 如 果 吃 了 含 有 农 药 、 化 肥 的 物 质 ， 虽 可 暂 时 填 饱 肚 子 ， 后 果 是 给 人 的 健 康 造 成 更 大 的 不 利 。
355200310540540250074_2_4x1	此 外 ， 在 医 院 或 各 单 位 等 候 排 队 时 也 能 手 持 一 书 而 充 份 的 利 用 时 间 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C S S S C C C C C	此 外 ， 在 医 院 或 各 单 位 等 候 排 队 时 也 能 手 持 一 书 而 充 分 地 利 用 时 间 。
366200209550523250358_2_3x1	于 是 她 的 爸 爸 同 意 女 儿 的 爱 好 。	NONE	NONE	S S C C C C C C C C C C C C	但 是 她 的 爸 爸 同 意 女 儿 的 爱 好 。
376200307109523200382_2_1x1	随 着 生 活 的 提 高 ， 人 们 的 要 求 也 越 来 越 提 高 。	NONE	NONE	C C C C M C C C C C C C C C C C C S S C	随 着 生 活 水 平 的 提 高 ， 人 们 的 要 求 也 越 来 越 高 。
387200405109525101806_2_1x1	我 看 到 这 个 信 息 之 前 吸 烟 是 只 有 不 好 的 方 面 可 是 知 道 了 这 个 信 息 以 后 我 想 了 吸 烟 不 只 是 有 不 好 的 方 面 。	NONE	NONE	C C C C C C C C C M C R C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C	我 看 到 这 个 信 息 之 前 觉 得 吸 烟 只 有 不 好 的 方 面 可 是 知 道 了 这 个 信 息 以 后 我 知 道 了 吸 烟 不 只 是 有 不 好 的 方 面 。
399200405109523201812_2_8x1	因 此 ， 我 认 为 为 了 大 家 的 健 康 ， 不 得 不 利 用 强 迫 的 方 法 施 行 禁 烟 的 措 施 。	NONE	NONE	C C C C C C C C C C C C C C M C C S S C C C C C C C C C C C C C	因 此 ， 我 认 为 为 了 大 家 的 健 康 ， 政 府 不 得 不 采 用 强 迫 的 方 法 施 行 禁 烟 的 措 施 。
410200210543919150006_2_1x1	在 我 的 角 度 而 言 ， 我 认 为 “ 安 乐 死 ” 对 于 解 决 末 期 病 患 者 痛 苦 方 面 ， 不 失 为 一 个 比 较 适 合 和 可 取 的 方 法 。	NONE	NONE	S C C C C C C C C C C C C C C C S S C C S S C C C C C C C C C C C C C C C C C C C C C C C C	从 我 的 角 度 而 言 ， 我 认 为 “ 安 乐 死 ” 在 解 决 晚 期 病 患 者 痛 苦 方 面 ， 不 失 为 一 个 比 较 适 合 和 可 取 的 方 法 。
422200405109523100632_2_1x1	我 觉 得 允 许 抽 烟 地 方 越 来 越 少 的 情 况 不 好 ， 其 实 现 在 卖 烟 的 机 关 是 政 府 相 关 的 机 关 ， 他 们 一 边 广 告 买 烟 ， 一 边 说 在 公 共 场 所 不 允 许 抽 烟 ， 这 个 事 情 是 不 公 平 的 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C	我 觉 得 允 许 抽 烟 地 方 越 来 越 少 的 情 况 不 好 ， 其 实 现 在 卖 烟 的 机 关 是 和 政 府 相 关 的 机 关 ， 他 们 一 边 做 广 告 买 烟 ， 一 边 说 在 公 共 场 所 不 允 许 抽 烟 ， 这 个 事 情 是 不 公 平 的 。
433200205205525200106_2_4x1	例 如 病 人 必 须 在 思 想 清 醒 时 做 定 声 明 。	NONE	NONE	C C C C C C C C C C C C R S C C C	例 如 病 人 必 须 在 思 想 清 醒 时 签 声 明 。
444200306680519150042_2_2x1	再 而 男 女 同 校 也 能 让 男 女 早 日 学 习 与 异 性 交 流 相 处 ， 这 无 疑 对 社 会 的 内 凝 力 是 一 大 帮 助 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S S C C C C C C	再 而 男 女 同 校 也 能 让 男 女 早 日 学 习 与 异 性 交 流 相 处 ， 这 无 疑 对 社 会 的 凝 聚 力 是 一 大 帮 助 。
454200310540540250027_2_1x1	它 还 能 助 我 们 成 一 为 一 位 成 功 者 ， 走 向 成 功 和 光 明 之 路 。	NONE	NONE	C C C S C C C R C C C C C C C C C C C C C C C C C	它 还 能 帮 助 我 们 成 为 一 位 成 功 者 ， 走 向 成 功 和 光 明 之 路 。
465200205204525100068_2_1x1	我 读 了 在 中 国 农 村 所 发 生 的 案 件 以 后 就 感 到 “ 安 乐 死 ” 是 一 个 难 以 解 决 的 问 题 。 在 目 前 的 情 况 来 看 ， 因 法 律 规 定 ， 实 行 杀 病 人 的 人 均 被 社 会 看 待 杀 人 犯 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C R R C C C C C C C C C S S C C C C	我 读 了 在 中 国 农 村 所 发 生 的 案 件 以 后 就 感 到 “ 安 乐 死 ” 是 一 个 难 以 解 决 的 问 题 。 从 目 前 的 情 况 来 看 ， 因 法 律 规 定 ， 杀 病 人 的 人 均 被 社 会 看 成 杀 人 犯 。
477200405109525100291_2_1x1	抽 烟 的 习 惯 对 城 市 环 境 也 有 不 好 处 。	NONE	NONE	C C C C C C C C C C C C S S S C	抽 烟 的 习 惯 对 城 市 环 境 也 有 坏 处 。
487200307302523100081_2_1x1	先 用 化 肥 和 农 药 提 高 农 作 物 的 生 产 力 ， 使 用 那 些 没 东 西 吃 的 人 以 及 我 们 都 吃 饱 。	NONE	NONE	C C C C C C C C C C C C C C C C C C R C C C C C C C C C C C C C C C C	先 用 化 肥 和 农 药 提 高 农 作 物 的 生 产 力 ， 使 那 些 没 东 西 吃 的 人 以 及 我 们 都 吃 饱 。
497200307205525200038_2_2x2	我 们 再 也 不 能 依 靠 化 学 化 肥 和 农 药 。 首 先 考 虑 保 护 自 然 环 境 ， 做 好 可 以 生 产 对 人 的 身 体 没 有 危 险 的 农 作 物 的 土 地 等 环 境 。	NONE	NONE	C C C C C C C C C C C C C C C M C C C C C C C C C C C S C C C C C C C C C C C C S S C C C C C C C C C C C	我 们 再 也 不 能 依 靠 化 学 化 肥 和 农 药 了 。 首 先 考 虑 保 护 自 然 环 境 ， 保 护 好 可 以 生 产 对 人 的 身 体 没 有 危 害 的 农 作 物 的 土 地 等 环 境 。
509200209550523250944_2_1x1	还 有 一 点 我 觉 得 除 了 需 要 理 解 ， 还 要 需 要 宽 容 心 包 容 心 ， 认 证 别 人 的 想 法 与 看 法 很 重 要 互 相 给 予 充 分 的 认 同 ， 那 么 父 母 就 会 把 儿 女 的 超 前 行 为 当 作 一 种 新 观 念 ， 而 子 女 也 反 过 来 把 父 母 有 点 落 伍 的 想 法 与 行 为 当 作 自 己 的 经 验 与 教 训 来 看 待 ， 那 么 “ 代 沟 ” 一 词 从 何 说 起 呢 ？	NONE	NONE	C C C C C C C C C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	还 有 一 点 我 觉 得 除 了 需 要 理 解 ， 还 需 要 宽 容 心 包 容 心 ， 认 证 别 人 的 想 法 与 看 法 很 重 要 互 相 给 予 充 分 的 认 同 ， 那 么 父 母 就 会 把 儿 女 的 超 前 行 为 当 作 一 种 新 观 念 ， 而 子 女 也 反 过 来 把 父 母 有 点 落 伍 的 想 法 与 行 为 当 作 自 己 的 经 验 与 教 训 来 看 待 ， 那 么 “ 代 沟 ” 一 词 从 何 说 起 呢 ？
519200307205523200074_2_2x1	但 为 了 这 些 人 我 们 续 继 生 产 那 些 而 化 肥 和 农 药 生 产 的 食 品 ， 更 多 的 人 会 得 到 各 种 各 样 的 疾 病 ， 将 比 现 在 挨 饿 的 问 题 严 重 。	NONE	NONE	C C C C C C C C S S C C C C S C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C	但 为 了 这 些 人 我 们 继 续 生 产 那 些 用 化 肥 和 农 药 生 产 的 食 品 ， 更 多 的 人 会 得 各 种 各 样 的 疾 病 ， 将 比 现 在 挨 饿 的 问 题 严 重 。
531200209550523250771_2_1x1	无 论 什 么 时 代 、 什 么 地 区 都 难 免 代 沟 问 题 ， 因 为 两 代 人 具 有 不 同 历 史 经 验 ， 两 代 人 应 该 增 进 相 互 对 话 与 历 史 常 识 并 以 真 诚 的 态 度 关 心 对 方 。	NONE	NONE	C C C C C C C C C C C C C C M C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	无 论 什 么 时 代 、 什 么 地 区 都 难 免 出 现 代 沟 问 题 ， 因 为 两 代 人 具 有 不 同 的 历 史 经 验 ， 两 代 人 应 该 增 进 相 互 对 话 与 历 史 常 识 并 以 真 诚 的 态 度 关 心 对 方 。
542200304522522250011_2_22x3	还 起 鸡 毛 皮 。 最 后 我 昏 倒 下 去 了 。 我 刚 醒 来 的 时 候 ， 就 有 点 疯 疯 颠 颠 地 躺 在 床 上 ， 然 后 慢 慢 地 觉 醒 过 来 了 。	NONE	NONE	C C S S S C C C C C C R R C C C C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C	还 起 鸡 皮 疙 瘩 。 最 后 我 昏 倒 了 。 我 刚 醒 来 的 时 候 ， 有 点 疯 疯 颠 颠 地 躺 在 床 上 ， 然 后 慢 慢 地 觉 醒 过 来 了 。
554200405109523200567_2_3x2	现 代 社 会 对 健 康 的 问 题 比 较 重 要 的 一 个 部 分 ， 所 以 人 对 健 康 非 常 民 感 。 现 在 韩 国 有 几 种 电 视 台 不 允 许 抽 烟 的 画 面 因 为 响 影 年 青 人 和 中 年 人 。	NONE	NONE	C C C C S C C C C C M C C C C C C C C C C C S C C C C C S S C C C C C C C S C C C C C C M C C C C C C S S C C C C C C C C	现 代 社 会 认 为 健 康 的 问 题 是 比 较 重 要 的 一 个 部 分 ， 所 以 人 们 对 健 康 非 常 敏 感 。 现 在 韩 国 有 几 个 电 视 台 不 允 许 有 抽 烟 的 画 面 因 为 会 影 响 年 青 人 和 中 年 人 。
571200105209922200028_2_2x1	因 为 我 们 俩 从 小 就 是 形 影 不 离 的 一 对 所 以 她 特 意 的 请 我 当 她 的 伴 娘 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C	因 为 我 们 俩 从 小 就 是 形 影 不 离 的 一 对 所 以 她 特 意 地 请 我 当 她 的 伴 娘 。
581200405109525101853_2_2x1	对 我 来 说 ， 这 近 来 世 界 共 同 对 吸 烟 者 的 看 法 太 严 格 。	NONE	NONE	S S S S C R C C C C S S C C C C C S S C C C C	在 我 看 来 ， 近 来 世 界 普 遍 对 吸 烟 者 的 要 求 太 严 格 。
594200209550501250861_2_3x1	有 很 多 人 认 为 在 与 长 辈 们 生 活 、 谈 话 中 有 代 沟 ， 交 流 非 常 困 难 等 问 题 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C R R R C	有 很 多 人 认 为 在 与 长 辈 们 生 活 、 谈 话 中 有 代 沟 ， 交 流 非 常 困 难 。
604200205201519200130_2_4x1	母 亲 躺 在 病 榻 上 ， 动 弹 不 得 ， 一 呼 一 吸 对 健 康 人 来 说 是 那 么 毫 无 费 力 ， 可 对 她 来 说 有 如 费 了 九 牛 二 虎 之 力 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C	母 亲 躺 在 病 榻 上 ， 动 弹 不 得 ， 一 呼 一 吸 对 健 康 人 来 说 是 那 么 毫 不 费 力 ， 可 对 她 来 说 有 如 费 了 九 牛 二 虎 之 力 。
614200307204525200041_2_4x1	所 以 先 救 挨 饿 人 ， 然 后 治 疗 病 人 。	NONE	NONE	C C C C C C M C C C C C C C C	所 以 先 救 挨 饿 的 人 ， 然 后 治 疗 病 人 。
624200105550523250455_2_8x2	独 自 生 活 有 很 多 困 难 ， 可 是 那 时 候 你 们 每 次 鼓 励 我 ， 支 持 我 。 所 以 现 在 我 的 独 立 心 都 是 因 为 你 们 的 帮 助 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C R C C R C C C C C C C C C C	独 自 生 活 有 很 多 困 难 ， 可 是 那 时 候 你 们 每 次 都 鼓 励 我 ， 支 持 我 。 所 以 现 在 我 能 独 立 都 是 因 为 你 们 的 帮 助 。
637200307206523200047_2_2x2	人 们 看 健 康 的 问 题 越 来 越 重 视 了 。 所 以 好 几 年 以 前 开 始 流 行 的 “ 绿 色 食 品 ” 现 在 已 很 晋 通 化 了 。	NONE	NONE	C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R C C	人 们 对 健 康 的 问 题 越 来 越 重 视 了 。 所 以 好 几 年 以 前 开 始 流 行 的 “ 绿 色 食 品 ” 现 在 已 很 晋 通 了 。
648200310576525200052_2_2x1	我 认 为 男 女 分 班 给 少 年 男 女 带 来 的 短 处 比 长 处 还 多 。	NONE	NONE	C C C C C C C C C C C C C C C S S C S S C C C	我 认 为 男 女 分 班 给 少 年 男 女 带 来 的 坏 处 比 好 处 还 多 。
679200310520520150006_2_2x3	男 女 在 一 个 班 里 学 习 ， 应 该 互 相 理 解 互 相 帮 助 才 以 后 生 活 方 面 上 男 的 理 解 女 ， 女 也 理 解 。 从 小 到 大 男 女 学 在 一 个 环 境 里 ， 学 在 一 个 班 是 有 好 处 的 。 家 长 以 前 也 当 过 孩 子 ， 他 们 应 该 明 白 这 个 问 题 ！	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C M C C C R R S C C C C C M C M C C M C C C C C C R C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C	男 女 在 一 个 班 里 学 习 ， 应 该 互 相 理 解 互 相 帮 助 才 会 在 以 后 生 活 中 男 的 理 解 女 的 ， 女 的 也 理 解 男 的 。 从 小 到 大 男 女 在 一 个 环 境 里 ， 在 一 个 班 是 有 好 处 的 。 家 长 以 前 也 当 过 孩 子 ， 他 们 应 该 明 白 这 个 道 理 ！
